ts,s_temp_int_c,s_rh_int_pct,s_co2_ppm,s_pir_bin,s_power_total_kw,zone_id,T_int,T_int_true,hvac_state,lighting_state,T_set,P_hvac,P_lighting,P_plug,P_total,presence,level,weather_temp_c,weather_rh_pct,weather_wind_ms,weather_ghi_wm2,bim_label,bim_Area_m2,bim_Orientation,bim_Volume_m3,bim_Window_to_Wall_Ratio,bim_Wall_North__U_Value_W_per_m2K,bim_Window1__Area_m2,bim_Window1__U_Value_W_per_m2K
2025-03-01 01:15:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.475,91.75,13.125,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 01:15:00+00:00,22.450824857276512,54.473154747772845,435.8685315197399,0.0,1.8257108276753984,brick:Room_101,24.60417100087429,24.483587167095376,1.0,0.0,18.0,54.07304987936857,0.0,2.2,56.27304987936857,,,9.475,91.75,13.125,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 01:30:00+00:00,23.046419713213428,55.45750011258874,819.4216261109444,1.0,5.614615632532368,brick:Room_101,24.463511673322337,24.387691970559658,1.0,1.0,22.0,19.86869733676301,3.0,2.7,25.568697336763005,,,9.55,92.5,13.55,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 01:30:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.55,92.5,13.55,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 01:45:00+00:00,21.970148206512928,54.11862909586922,426.2327326646186,0.0,1.582305071459235,brick:Room_101,24.14627874654896,24.116172830529337,1.0,0.0,18.0,51.10153576447726,0.0,2.2,53.30153576447727,,,9.625,93.25,13.975,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 01:45:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.625,93.25,13.975,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 02:00:00+00:00,22.10203241581757,56.08955477635246,400.0,0.0,1.5794521463991025,brick:Room_101,23.855397320032168,23.85179547696798,1.0,0.0,18.0,48.92938264423469,0.0,2.2,51.129382644234695,,,9.7,94.0,14.4,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 02:00:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.7,94.0,14.4,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 02:15:00+00:00,22.04806986841141,55.54059454637837,446.57526055765146,0.0,1.2874817404038668,brick:Room_101,23.58351585291634,23.5941263014114,1.0,0.0,18.0,46.81436381574383,0.0,2.2,49.01436381574384,,,9.7,94.0,14.6,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 02:15:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.7,94.0,14.6,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 02:30:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.7,94.0,14.8,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 02:30:00+00:00,22.072159477958923,55.63401422072538,796.172814070963,1.0,4.839719043581031,brick:Room_101,23.46805925094251,23.51565517394362,1.0,1.0,22.0,12.753010411291172,3.0,3.2,18.95301041129117,,,9.7,94.0,14.8,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 02:45:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.7,94.0,15.0,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 02:45:00+00:00,21.65776712985559,55.9168808563152,451.497631419911,0.0,1.550490214134325,brick:Room_101,23.26374180088432,23.259867774958376,1.0,0.0,18.0,44.12524139154897,0.0,2.2,46.32524139154897,,,9.7,94.0,15.0,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 03:00:00+00:00,21.40673493514381,57.44884790813772,409.3719685279369,0.0,1.4185467080421317,brick:Room_101,23.02339384890632,23.01050622189918,1.0,0.0,18.0,42.07894219966701,0.0,2.2,44.27894219966701,,,9.7,94.0,15.2,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 03:00:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.7,94.0,15.2,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 03:15:00+00:00,21.344892668428432,57.31933017196346,452.072796329301,0.0,1.3954587809792856,brick:Room_101,22.70525067433012,22.7673387031042,1.0,0.0,18.0,40.08404977519345,0.0,2.2,42.28404977519345,,,9.6,94.5,14.925,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 03:15:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.6,94.5,14.925,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 03:30:00+00:00,21.28678460780057,60.02709110736771,439.62709304699183,0.0,1.4888110984487886,brick:Room_101,22.546894609232314,22.53018578837007,1.0,0.0,18.0,38.13870962483361,0.0,2.2,40.33870962483361,,,9.5,95.0,14.65,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 03:30:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.5,95.0,14.65,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 03:45:00+00:00,21.042338334944965,56.63106256971722,487.5488241297149,0.0,1.5515396302767324,brick:Room_101,22.29115345418157,22.29891640662281,1.0,0.0,18.0,36.24148630696055,0.0,2.2,38.44148630696056,,,9.4,95.5,14.375,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 03:45:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.4,95.5,14.375,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 04:00:00+00:00,20.89864378812576,58.62172204243597,485.28392154364064,0.0,1.284547131444126,brick:Room_101,21.97805352947619,22.07344390737006,1.0,0.0,18.0,34.39133125298247,0.0,2.2,36.59133125298247,,,9.3,96.0,14.1,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 04:00:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.3,96.0,14.1,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 04:15:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.25,95.25,13.65,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 04:15:00+00:00,20.893982396584,57.6983801863438,469.63364007525706,0.0,1.582519272182682,brick:Room_101,21.810702954601595,21.85372220514057,1.0,0.0,18.0,32.587551258960474,0.0,2.2,34.78755125896048,,,9.25,95.25,13.65,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 04:30:00+00:00,20.61939025115314,57.60942418966595,441.8346554834697,0.0,1.3799560077588937,brick:Room_101,21.61906173016263,21.639742006833718,1.0,0.0,18.0,30.829777641124565,0.0,2.2,33.02977764112457,,,9.2,94.5,13.2,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 04:30:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.2,94.5,13.2,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 04:45:00+00:00,20.518434600467085,58.94303432615845,499.6345098815073,0.0,1.49731080476253,brick:Room_101,21.52591150542088,21.431527122553867,1.0,0.0,18.0,29.117936054669716,0.0,2.2,31.317936054669712,,,9.15,93.75,12.75,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 04:45:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.15,93.75,12.75,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 05:00:00+00:00,20.68769243007038,59.40746366240773,411.17411805400445,0.0,1.4946869788962736,brick:Room_101,21.256958517319628,21.22913086109294,1.0,0.0,18.0,27.452216980430933,0.0,2.2,29.65221698043093,,,9.1,93.0,12.3,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 05:00:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.1,93.0,12.3,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 05:15:00+00:00,20.32400127976825,63.01284711094598,414.9110342609084,0.0,1.420940082264034,brick:Room_101,20.965858433295374,21.032632511750368,1.0,0.0,18.0,25.833046888743525,0.0,2.2,28.033046888743524,,,9.0,92.5,11.75,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 05:15:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.0,92.5,11.75,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 05:30:00+00:00,,,,,,,,,,,,,,,,0.0,low,8.899999999999999,92.0,11.2,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 05:30:00+00:00,20.513240194553912,59.53914506292757,447.9054225027734,0.0,1.346451038080393,brick:Room_101,20.86643572911558,20.842133914644695,1.0,0.0,18.0,24.261060094002943,0.0,2.2,26.461060094002946,,,8.899999999999999,92.0,11.2,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 05:45:00+00:00,20.406449469323004,58.63260319843365,506.350952723028,0.0,1.4571470177861603,brick:Room_101,20.580390922629054,20.657756122075973,1.0,0.0,18.0,22.737071317157582,0.0,2.2,24.937071317157585,,,8.799999999999999,91.5,10.65,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 05:45:00+00:00,,,,,,,,,,,,,,,,0.0,low,8.799999999999999,91.5,10.65,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 06:00:00+00:00,20.00907818311253,60.523765283699895,444.9415273282478,0.0,1.7437995463612792,brick:Room_101,20.53377070653872,20.479636153844364,1.0,0.0,18.0,21.262048976607787,0.0,2.2,23.462048976607782,,,8.7,91.0,10.1,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 06:00:00+00:00,,,,,,,,,,,,,,,,0.0,low,8.7,91.0,10.1,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 06:15:00+00:00,20.10461981908428,57.89166840414049,445.41886891976793,0.0,1.2957487454304553,brick:Room_101,20.28436761712903,20.307923849719923,1.0,0.0,18.0,19.837089230754916,0.0,2.2,22.037089230754912,,,8.625,91.0,9.55,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 06:15:00+00:00,,,,,,,,,,,,,,,,0.0,low,8.625,91.0,9.55,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 06:30:00+00:00,20.331357345434533,60.4329290559426,413.9522410972048,0.0,1.7538469528657314,brick:Room_101,20.13809701305485,20.14277882249181,1.0,0.0,18.0,18.463390797759388,0.0,2.2,20.663390797759387,,,8.55,91.0,9.0,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 06:30:00+00:00,,,,,,,,,,,,,,,,0.0,low,8.55,91.0,9.0,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 06:45:00+00:00,,,,,,,,,,,,,,,,0.0,low,8.475,91.0,8.45,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 06:45:00+00:00,19.958964911338835,60.700811115724825,473.64823963175945,0.0,1.46104182433852,brick:Room_101,20.050657347581964,19.984367515204852,1.0,0.0,18.0,17.142230579934477,0.0,2.2,19.34223057993448,,,8.475,91.0,8.45,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 07:00:00+00:00,19.99848770807545,61.74907541726866,473.8294063582338,0.0,1.5053057125632958,brick:Room_101,19.76850218788912,19.83286036631833,1.0,0.0,18.0,15.874940121638843,0.0,2.2,18.074940121638843,,,8.4,91.0,7.9,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 07:00:00+00:00,,,,,,,,,,,,,,,,0.0,low,8.4,91.0,7.9,0.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 07:15:00+00:00,20.707738573181324,62.0530583817328,819.7268800349977,1.0,4.736993378292292,brick:Room_101,19.790716034485097,19.860571943740748,1.0,1.0,22.0,17.33711706945337,3.0,2.7,23.03711706945337,,,8.65,90.25,7.550000000000001,13.25,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 07:15:00+00:00,,,,,,,,,,,,,,,,0.0,low,8.65,90.25,7.550000000000001,13.25,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 07:30:00+00:00,20.134618853644767,60.3443856255536,434.269483178816,0.0,1.384309587498378,brick:Room_101,19.68375541179228,19.71293537810958,1.0,0.0,18.0,14.884575549925984,0.0,2.2,17.084575549925983,,,8.9,89.5,7.2,26.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 07:30:00+00:00,,,,,,,,,,,,,,,,0.0,low,8.9,89.5,7.2,26.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 07:45:00+00:00,19.96655132061612,60.8064167218757,432.33233079067486,0.0,1.4245635524942972,brick:Room_101,19.625265109104877,19.573346166553907,1.0,0.0,18.0,13.703483024876649,0.0,2.2,15.903483024876646,,,9.15,88.75,6.85,39.75,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 07:45:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.15,88.75,6.85,39.75,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 08:00:00+00:00,20.510373470796257,60.0806550032672,767.6719437398757,1.0,4.743145754368314,brick:Room_101,19.5381016995315,19.614069003305342,1.0,1.0,22.0,19.41323066756874,3.0,2.7,25.11323066756874,,,9.4,88.0,6.5,53.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 08:00:00+00:00,,,,,,,,,,,,,,,,1.0,normal,9.4,88.0,6.5,53.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 08:15:00+00:00,,,,,,,,,,,,,,,,0.0,low,9.925,85.75,5.8,97.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 08:15:00+00:00,20.21763763277757,59.63347847366239,452.09681254402335,0.0,1.4686623063943691,brick:Room_101,19.33887461317154,19.480482393077068,1.0,0.0,18.0,12.91255202644274,0.0,2.2,15.11255202644274,,,9.925,85.75,5.8,97.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 08:30:00+00:00,20.277945226822016,61.32054290349962,422.9898167680375,0.0,1.4389476162289845,brick:Room_101,19.33336475010146,19.35592269302191,1.0,0.0,18.0,11.843859144616545,0.0,2.2,14.043859144616544,,,10.45,83.5,5.1,142.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 08:30:00+00:00,,,,,,,,,,,,,,,,0.0,low,10.45,83.5,5.1,142.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 08:45:00+00:00,20.18525814681081,59.35640902410346,420.5645873687678,0.0,1.77761717136536,brick:Room_101,19.26803538346144,19.240448343465896,1.0,0.0,18.0,10.847381544175278,0.0,2.2,13.047381544175275,,,10.975,81.25,4.4,186.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 08:45:00+00:00,,,,,,,,,,,,,,,,0.0,low,10.975,81.25,4.4,186.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 09:00:00+00:00,20.080946068806615,60.298002677048174,439.4077320772331,0.0,1.325103872147931,brick:Room_101,19.194120803207607,19.134107715720667,1.0,0.0,18.0,9.923586747727173,0.0,2.2,12.12358674772717,,,11.5,79.0,3.7,231.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 09:00:00+00:00,,,,,,,,,,,,,,,,0.0,low,11.5,79.0,3.7,231.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 09:15:00+00:00,20.58489988276365,59.487372025091545,844.3396381153184,1.0,4.915403577512288,brick:Room_101,19.18592194324055,19.20908001134482,1.0,1.0,22.0,22.927138274234665,3.0,2.7,28.627138274234664,,,11.925,76.0,4.0,285.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 09:15:00+00:00,,,,,,,,,,,,,,,,1.0,med,11.925,76.0,4.0,285.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 09:30:00+00:00,,,,,,,,,,,,,,,,0.0,low,12.35,73.0,4.300000000000001,340.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 09:30:00+00:00,20.02767427399394,61.20289701861603,436.5505367794512,0.0,1.5371769422852737,brick:Room_101,19.090079172519395,19.110650502875195,1.0,0.0,18.0,9.672640090758565,0.0,2.2,11.872640090758562,,,12.35,73.0,4.300000000000001,340.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 09:45:00+00:00,20.284631632724487,62.54295256831592,461.6611149210065,0.0,1.3394519177022244,brick:Room_101,19.07975022141524,19.02205518470245,1.0,0.0,18.0,8.885204023001563,0.0,2.2,11.085204023001562,,,12.775,70.0,4.6000000000000005,394.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 09:45:00+00:00,,,,,,,,,,,,,,,,0.0,low,12.775,70.0,4.6000000000000005,394.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 10:00:00+00:00,20.330708925564423,58.63424684334264,451.97619505375695,0.0,1.6030241243179255,brick:Room_101,18.84975854554089,18.943245630525663,1.0,0.0,18.0,8.176441477619619,0.0,2.2,10.376441477619618,,,13.2,67.0,4.9,449.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 10:00:00+00:00,,,,,,,,,,,,,,,,0.0,low,13.2,67.0,4.9,449.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 10:15:00+00:00,20.54730056433688,57.76519549433819,442.79609923722205,0.0,1.440250948067756,brick:Room_101,18.8547314450193,18.87415748377845,1.0,0.0,18.0,7.545965044205303,0.0,2.2,9.745965044205304,,,13.575,65.0,4.9750000000000005,493.25,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 10:15:00+00:00,,,,,,,,,,,,,,,,0.0,low,13.575,65.0,4.9750000000000005,493.25,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 10:30:00+00:00,21.110860833297952,59.61025577932733,884.575323207787,1.0,1.72614155226254,brick:Room_101,18.998516065010183,18.98899487051393,1.0,0.0,22.0,25.0067401297724,0.0,4.2,29.206740129772395,,,13.95,63.0,5.050000000000001,537.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 10:30:00+00:00,,,,,,,,,,,,,,,,1.0,normal,13.95,63.0,5.050000000000001,537.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 10:45:00+00:00,,,,,,,,,,,,,,,,0.0,low,14.325,61.0,5.125,581.75,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 10:45:00+00:00,20.270858339778076,59.529876200023175,425.2118239723842,0.0,1.5989774418156848,brick:Room_101,18.95096571380648,18.92850477774223,1.0,0.0,18.0,7.911958964111477,0.0,2.2,10.111958964111476,,,14.325,61.0,5.125,581.75,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 11:00:00+00:00,,,,,,,,,,,,,,,,0.0,low,14.7,59.0,5.2,626.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 11:00:00+00:00,20.74357858028534,59.50503185522804,452.631965597742,0.0,1.3324588673846454,brick:Room_101,18.85258739541389,18.87807773007344,1.0,0.0,18.0,7.42803822193784,0.0,2.2,9.62803822193784,,,14.7,59.0,5.2,626.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 11:15:00+00:00,20.5315992757027,58.4204902723192,453.7650623211159,0.0,1.3428337580791352,brick:Room_101,18.839257370325043,18.83753531973975,1.0,0.0,18.0,7.024621840587514,0.0,2.2,9.224621840587512,,,15.05,57.25,5.225,648.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 11:15:00+00:00,,,,,,,,,,,,,,,,0.0,low,15.05,57.25,5.225,648.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 11:30:00+00:00,20.724881451189702,58.41180141546181,412.423828516063,0.0,1.6031853124338598,brick:Room_101,18.68226438609015,18.8066807537608,1.0,0.0,18.0,6.700282557918001,0.0,2.2,8.900282557918,,,15.4,55.5,5.25,670.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 11:30:00+00:00,,,,,,,,,,,,,,,,0.0,low,15.4,55.5,5.25,670.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 11:45:00+00:00,20.926389564898557,58.77443389076634,474.89234385925903,0.0,1.4479257776372323,brick:Room_101,18.75238582238375,18.785298243000444,1.0,0.0,18.0,6.453446030086383,0.0,2.2,8.653446030086382,,,15.75,53.75,5.275,692.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 11:45:00+00:00,,,,,,,,,,,,,,,,0.0,low,15.75,53.75,5.275,692.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 12:00:00+00:00,21.299350123467597,59.24851707117381,427.9641573693251,0.0,1.637665822582725,brick:Room_101,18.79582799645249,18.77315256082477,1.0,0.0,18.0,6.282385944003551,0.0,2.2,8.48238594400355,,,16.1,52.0,5.3,714.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 12:00:00+00:00,,,,,,,,,,,,,,,,0.0,low,16.1,52.0,5.3,714.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 12:15:00+00:00,21.5819104029628,55.30767361693207,452.2577449801609,0.0,1.681524914304798,brick:Room_101,18.720874066180023,18.76998876789276,1.0,0.0,18.0,6.185220486598155,0.0,2.2,8.385220486598154,,,16.325000000000003,51.5,5.45,706.75,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 12:15:00+00:00,,,,,,,,,,,,,,,,0.0,low,16.325000000000003,51.5,5.45,706.75,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 12:30:00+00:00,,,,,,,,,,,,,,,,0.0,low,16.55,51.0,5.6,699.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 12:30:00+00:00,21.325641594140247,56.85337326735279,479.11029351338175,0.0,1.4032607309516554,brick:Room_101,18.778481310304517,18.775532099225035,1.0,0.0,18.0,6.159910143142071,0.0,2.2,8.35991014314207,,,16.55,51.0,5.6,699.5,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 12:45:00+00:00,21.32964157658562,57.185207344548246,473.1419189428468,0.0,1.6189893743932546,brick:Room_101,18.81183163434684,18.7894880093067,1.0,0.0,18.0,6.204256793800283,0.0,2.2,8.404256793800283,,,16.775,50.5,5.75,692.25,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 12:45:00+00:00,,,,,,,,,,,,,,,,0.0,low,16.775,50.5,5.75,692.25,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 13:00:00+00:00,21.562537757067044,55.451342945082246,450.85833471422086,0.0,1.3866808797910677,brick:Room_101,18.794414910547754,18.811542370590644,1.0,0.0,18.0,6.315904074453613,0.0,2.2,8.515904074453612,,,17.0,50.0,5.9,685.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
2025-03-01 13:00:00+00:00,,,,,,,,,,,,,,,,0.0,low,17.0,50.0,5.9,685.0,Training Room 101,55.0,North,165.0,0.25,0.45,8.0,2.1
