ts,T_int,T_int_true,T_set,P_hvac,P_lighting,P_plug,P_total,hvac_state,lighting_state,zone_id
2025-03-01 13:30:00+00:00,18.830457622425275,18.878594250689503,18.0,6.730894563043222,0.0,2.2,8.930894563043221,1,0,brick:Room_101
2025-03-01 13:45:00+00:00,18.91253887131503,18.92286943529983,18.0,7.028754005516049,0.0,2.2,9.228754005516048,1,0,brick:Room_101
2025-03-01 14:00:00+00:00,19.176453453499725,19.145942645020263,22.0,24.61704451760136,0.0,2.7,27.31704451760136,1,0,brick:Room_101
2025-03-01 14:15:00+00:00,19.200521219231828,19.192672571183405,18.0,9.167541160162102,0.0,2.2,11.3675411601621,1,0,brick:Room_101
2025-03-01 14:30:00+00:00,19.38868491163557,19.41801147511377,22.0,22.458619430532764,0.0,2.7,25.158619430532763,1,0,brick:Room_101
2025-03-01 14:45:00+00:00,19.47796049863377,19.46674967841923,18.0,11.34409180091015,0.0,2.2,13.544091800910149,1,0,brick:Room_101
2025-03-01 15:00:00+00:00,19.55736336935389,19.52163287982206,18.0,11.733997427353842,0.0,2.2,13.93399742735384,1,0,brick:Room_101
2025-03-01 15:15:00+00:00,19.479632597239508,19.58212966116838,18.0,12.173063038576489,0.0,2.2,14.373063038576486,1,0,brick:Room_101
2025-03-01 15:30:00+00:00,19.705656265046745,19.64770256179895,18.0,12.657037289347045,0.0,2.2,14.857037289347044,1,0,brick:Room_101
2025-03-01 15:45:00+00:00,19.700996550507742,19.7178092874418,18.0,13.181620494391607,0.0,2.2,15.381620494391608,1,0,brick:Room_101
2025-03-01 16:00:00+00:00,19.813178502801332,19.791904006139323,18.0,13.742474299534363,0.0,2.2,15.942474299534364,1,0,brick:Room_101
2025-03-01 16:15:00+00:00,19.929301067815278,19.869438721633014,18.0,14.33523204911458,0.0,2.2,16.53523204911458,1,0,brick:Room_101
2025-03-01 16:30:00+00:00,19.88128102968008,19.949864714541604,18.0,14.955509773064108,0.0,2.2,17.155509773064107,1,0,brick:Room_101
2025-03-01 16:45:00+00:00,19.997161991486703,20.03263404160808,18.0,15.598917716332837,0.0,2.2,17.798917716332834,1,0,brick:Room_101
2025-03-01 17:00:00+00:00,20.275630791321237,20.29005822611502,22.0,15.738927667135355,3.0,3.2,21.93892766713536,1,1,brick:Room_101
2025-03-01 17:15:00+00:00,20.32619869854816,20.365386374604384,18.0,18.320465808920147,0.0,2.2,20.520465808920147,1,0,brick:Room_101
2025-03-01 17:30:00+00:00,20.528818361843346,20.442071533051504,18.0,18.92309099683507,0.0,2.2,21.12309099683507,1,0,brick:Room_101
2025-03-01 17:45:00+00:00,20.47670738390318,20.51954598859452,18.0,19.53657226441203,0.0,2.2,21.73657226441203,1,0,brick:Room_101
2025-03-01 18:00:00+00:00,20.742332983431208,20.77011032240555,22.0,11.843632091243848,3.0,3.2,18.043632091243847,1,1,brick:Room_101
2025-03-01 18:15:00+00:00,20.84723089292224,20.83701144134209,18.0,22.1608825792444,0.0,2.2,24.3608825792444,1,0,brick:Room_101
2025-03-01 18:30:00+00:00,20.843601343322053,20.90370881962586,18.0,22.696091530736737,0.0,2.2,24.896091530736737,1,0,brick:Room_101
2025-03-01 18:45:00+00:00,20.949865621066557,20.96964965665437,18.0,23.22967055700687,0.0,2.2,25.42967055700687,1,0,brick:Room_101
2025-03-01 19:00:00+00:00,21.050173276896366,21.034300613833857,18.0,23.75719725323495,0.0,2.2,25.95719725323495,1,0,brick:Room_101
2025-03-01 19:15:00+00:00,21.252648950410347,21.26929197062947,22.0,7.725595089329147,3.0,2.7,13.425595089329146,1,1,brick:Room_101
2025-03-01 19:30:00+00:00,21.314726592241865,21.31939593518686,18.0,26.154335765035768,0.0,2.2,28.354335765035767,1,0,brick:Room_101
2025-03-01 19:45:00+00:00,21.340907562254397,21.36737416787681,18.0,26.55516748149489,0.0,2.2,28.75516748149489,1,0,brick:Room_101
2025-03-01 20:00:00+00:00,21.337021789088887,21.41274530454793,18.0,26.938993343014488,0.0,2.2,29.138993343014487,1,0,brick:Room_101
2025-03-01 20:15:00+00:00,21.4711355575222,21.45505589695524,18.0,27.301962436383405,0.0,2.2,29.501962436383405,1,0,brick:Room_101
2025-03-01 20:30:00+00:00,21.58162799099664,21.49388133741428,18.0,27.640447175641896,0.0,2.2,29.84044717564189,1,0,brick:Room_101
2025-03-01 20:45:00+00:00,21.70260394610311,21.70168386456394,22.0,4.048949300685763,3.0,3.2,10.248949300685762,1,1,brick:Room_101
2025-03-01 21:00:00+00:00,21.733153093554154,21.721889887691777,18.0,29.61347091651152,0.0,2.2,31.81347091651152,1,0,brick:Room_101
2025-03-01 21:15:00+00:00,21.77279158334356,21.738155445587715,18.0,29.775119101534216,0.0,2.2,31.97511910153421,1,0,brick:Room_101
2025-03-01 21:30:00+00:00,21.68667398450066,21.750140509327995,18.0,29.90524356470172,0.0,2.2,32.10524356470172,1,0,brick:Room_101
2025-03-01 21:45:00+00:00,21.84266552839358,21.7575397954871,18.0,30.00112407462396,0.0,2.2,32.20112407462396,1,0,brick:Room_101
2025-03-01 22:00:00+00:00,21.770199516557938,21.7600830767368,18.0,30.06031836389681,0.0,2.2,32.260318363896815,1,0,brick:Room_101
2025-03-01 22:15:00+00:00,21.83912824779624,21.75753540284178,18.0,30.080664613894385,0.0,2.2,32.28066461389439,1,0,brick:Room_101
2025-03-01 22:30:00+00:00,21.713045577655425,21.749697227431625,18.0,30.060283222734228,0.0,2.2,32.26028322273423,1,0,brick:Room_101
2025-03-01 22:45:00+00:00,21.827307532683232,21.73640443655534,18.0,29.997577819453,0.0,2.2,32.197577819453,1,0,brick:Room_101
2025-03-01 23:00:00+00:00,21.756286050356504,21.717528275654765,18.0,29.89123549244272,0.0,2.2,32.09123549244272,1,0,brick:Room_101
2025-03-01 23:15:00+00:00,21.720627176517706,21.692975172225086,18.0,29.74022620523812,0.0,2.2,31.940226205238115,1,0,brick:Room_101
2025-03-01 23:30:00+00:00,21.67438767477968,21.66268645206202,18.0,29.54380137780069,0.0,2.2,31.74380137780069,1,0,brick:Room_101
2025-03-01 23:45:00+00:00,21.614211516720967,21.62663794762469,18.0,29.30149161649615,0.0,2.2,31.50149161649615,1,0,brick:Room_101
2025-03-02 00:00:00+00:00,21.625543074411084,21.56551649148739,18.0,29.013103580997523,0.0,2.2,31.21310358099752,1,0,brick:Room_101
2025-03-02 00:15:00+00:00,21.506879501567827,21.499861508075423,18.0,28.52413193189912,0.0,2.2,30.72413193189912,1,0,brick:Room_101
2025-03-02 00:30:00+00:00,21.50418134092641,21.60253482610577,22.0,4.00110793539659,3.0,3.2,10.201107935396587,1,1,brick:Room_101
2025-03-02 00:45:00+00:00,21.46150880287579,21.51736812596114,18.0,28.820278608846166,0.0,2.2,31.02027860884617,1,0,brick:Room_101
2025-03-02 01:00:00+00:00,21.57130711894247,21.580599406552107,22.0,0.0,3.0,3.2,6.2,0,1,brick:Room_101
2025-03-02 01:15:00+00:00,21.49421457128337,21.47871462212509,18.0,28.644795252416856,0.0,2.2,30.84479525241685,1,0,brick:Room_101
2025-03-02 01:30:00+00:00,21.370962828050992,21.373792252495985,18.0,27.829716977000714,0.0,2.2,30.029716977000717,1,0,brick:Room_101
2025-03-02 01:45:00+00:00,21.3268854143712,21.26593687488152,18.0,26.99033801996788,0.0,2.2,29.19033801996788,1,0,brick:Room_101
2025-03-02 02:00:00+00:00,21.057731462101696,21.155286555303626,18.0,26.127494999052143,0.0,2.2,28.327494999052146,1,0,brick:Room_101
2025-03-02 02:15:00+00:00,21.049190383492483,21.042010986667226,18.0,25.242292442429004,0.0,2.2,27.442292442429004,1,0,brick:Room_101
2025-03-02 02:30:00+00:00,20.835410607287265,20.926309568556626,18.0,24.336087893337805,0.0,2.2,26.536087893337804,1,0,brick:Room_101
2025-03-02 02:45:00+00:00,20.84639504706321,20.808409432289007,18.0,23.410476548452976,0.0,2.2,25.610476548452976,1,0,brick:Room_101
2025-03-02 03:00:00+00:00,20.68384047956034,20.68856341528244,18.0,22.46727545831206,0.0,2.2,24.66727545831206,1,0,brick:Room_101
2025-03-02 03:15:00+00:00,20.760171345023817,20.739190846422613,22.0,10.491492677740467,3.0,2.7,16.191492677740467,1,1,brick:Room_101
2025-03-02 03:30:00+00:00,20.562658325919507,20.605852473949,18.0,21.9135267713809,0.0,2.2,24.1135267713809,1,0,brick:Room_101
2025-03-02 03:45:00+00:00,20.536067855265035,20.47209460868215,18.0,20.84681979159197,0.0,2.2,23.046819791591968,1,0,brick:Room_101
2025-03-02 04:00:00+00:00,20.39029951704073,20.33821328383779,18.0,19.776756869457188,0.0,2.2,21.976756869457187,1,0,brick:Room_101
2025-03-02 04:15:00+00:00,20.233699078435343,20.20452186328475,18.0,18.705706270702308,0.0,2.2,20.905706270702307,1,0,brick:Room_101
2025-03-02 04:30:00+00:00,20.064872817209384,20.07134867955256,18.0,17.636174906278,0.0,2.2,19.836174906278,1,0,brick:Room_101
2025-03-02 04:45:00+00:00,19.968027533941527,19.93903466967677,18.0,16.570789436420455,0.0,2.2,18.77078943642045,1,0,brick:Room_101
2025-03-02 05:00:00+00:00,19.772586386846,19.80793101524537,18.0,15.512277357414147,0.0,2.2,17.71227735741415,1,0,brick:Room_101
2025-03-02 05:15:00+00:00,19.721174576170853,19.678396793219814,18.0,14.463448121962957,0.0,2.2,16.663448121962954,1,0,brick:Room_101
2025-03-02 05:30:00+00:00,19.633270688988837,19.55079664427264,18.0,13.427174345758544,0.0,2.2,15.627174345758544,1,0,brick:Room_101
2025-03-02 05:45:00+00:00,19.47902899350888,19.42549846550992,18.0,12.406373154181097,0.0,2.2,14.606373154181096,1,0,brick:Room_101
2025-03-02 06:00:00+00:00,19.26639101104144,19.30287113453181,18.0,11.403987724079345,0.0,2.2,13.603987724079342,1,0,brick:Room_101
2025-03-02 06:15:00+00:00,19.20135313769128,19.183282271827625,18.0,10.422969076254477,0.0,2.2,12.622969076254474,1,0,brick:Room_101
2025-03-02 06:30:00+00:00,19.00243897131703,19.06709604850496,18.0,9.466258174620975,0.0,2.2,11.666258174620976,1,0,brick:Room_101
2025-03-02 06:45:00+00:00,18.983290561873694,18.954671046314918,18.0,8.53676838803969,0.0,2.2,10.736768388039687,1,0,brick:Room_101
2025-03-02 07:00:00+00:00,18.868888347501823,18.846358176858697,18.0,7.637368370519312,0.0,2.2,9.837368370519313,1,0,brick:Room_101
2025-03-02 07:15:00+00:00,18.649007849769404,18.742498666746013,18.0,6.770865414869576,0.0,2.2,8.970865414869575,1,0,brick:Room_101
2025-03-02 07:30:00+00:00,18.58533292312733,18.643422115322945,18.0,5.9399893339681,0.0,2.2,8.1399893339681,1,0,brick:Room_101
2025-03-02 07:45:00+00:00,18.53528768656126,18.54944463139845,18.0,5.147376922583561,0.0,2.2,7.347376922583561,1,0,brick:Room_101
2025-03-02 08:00:00+00:00,18.61868121067499,18.63372419803203,22.0,27.60444294881239,3.0,3.2,33.804442948812394,1,1,brick:Room_101
2025-03-02 08:15:00+00:00,18.47986166945783,18.54033551622877,18.0,5.069793584256246,0.0,2.2,7.269793584256246,1,0,brick:Room_101
2025-03-02 08:30:00+00:00,18.472982092554712,18.453533156087104,18.0,4.322684129830151,0.0,2.2,6.522684129830151,1,0,brick:Room_101
2025-03-02 08:45:00+00:00,18.40553455222917,18.392960871782144,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 09:00:00+00:00,18.32587955797144,18.335593014570367,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 09:15:00+00:00,18.24417367934288,18.2819632543508,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 09:30:00+00:00,18.285019467167945,18.23258411084712,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 09:45:00+00:00,18.270715206414504,18.18794485076009,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 10:00:00+00:00,18.12433140866061,18.148509482852937,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 10:15:00+00:00,18.08410651372666,18.1147148595844,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 10:30:00+00:00,18.11152927671787,18.08696889344727,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 10:45:00+00:00,18.04774742669128,18.065648895678628,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 11:00:00+00:00,18.044130184450182,18.051100044483345,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 11:15:00+00:00,18.080616646943707,18.043633989357478,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 11:30:00+00:00,17.948059793139393,18.04352759751476,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 11:45:00+00:00,18.116936964053167,18.05102184781053,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 12:00:00+00:00,18.069954903141728,18.06632087692526,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 12:15:00+00:00,18.23831705853532,18.258891715763426,22.0,31.469432984597915,0.0,2.7,34.16943298459792,1,0,brick:Room_101
2025-03-02 12:30:00+00:00,18.28277658490148,18.28723829261255,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 12:45:00+00:00,18.3219492864921,18.323827818741076,18.0,0.0,0.0,2.2,2.2,0,0,brick:Room_101
2025-03-02 13:00:00+00:00,18.440414191670527,18.526974256842774,22.0,29.409377450071418,0.0,2.7,32.10937745007142,1,0,brick:Room_101
2025-03-02 13:15:00+00:00,18.62949496158759,18.55474805021493,18.0,4.21579405474219,0.0,2.2,6.41579405474219,1,0,brick:Room_101
2025-03-02 13:30:00+00:00,18.59212530628817,18.59005902467464,18.0,4.437984401719433,0.0,2.2,6.637984401719433,1,0,brick:Room_101
2025-03-02 13:45:00+00:00,18.65467951977737,18.632529413255003,18.0,4.720472197397129,0.0,2.2,6.920472197397129,1,0,brick:Room_101
2025-03-02 14:00:00+00:00,18.72934203523313,18.681764546704432,18.0,5.060235306040028,0.0,2.2,7.260235306040028,1,0,brick:Room_101
2025-03-02 14:15:00+00:00,18.686295585492157,18.73735370837017,18.0,5.454116373635458,0.0,2.2,7.654116373635458,1,0,brick:Room_101
2025-03-02 14:30:00+00:00,18.82254470345652,18.79887110850476,18.0,5.898829666961348,0.0,2.2,8.098829666961347,1,0,brick:Room_101
2025-03-02 14:45:00+00:00,18.85249491619996,18.8658769707449,18.0,6.390968868038044,0.0,2.2,8.590968868038043,1,0,brick:Room_101
2025-03-02 15:00:00+00:00,18.980257261979343,18.93791872321852,18.0,6.927015765959197,0.0,2.2,9.127015765959197,1,0,brick:Room_101
2025-03-02 15:15:00+00:00,18.9081709154459,19.014532286463474,18.0,7.503349785748156,0.0,2.2,9.703349785748156,1,0,brick:Room_101
2025-03-02 15:30:00+00:00,19.09028873507963,19.09524345009169,18.0,8.116258291707794,0.0,2.2,10.316258291707792,1,0,brick:Room_101
2025-03-02 15:45:00+00:00,19.149428297118124,19.179569329907324,18.0,8.76194760073352,0.0,2.2,10.96194760073352,1,0,brick:Room_101
2025-03-02 16:00:00+00:00,19.288633044520285,19.26701989698858,18.0,9.436554639258588,0.0,2.2,11.636554639258588,1,0,brick:Room_101
2025-03-02 16:15:00+00:00,19.38060177943968,19.35709957007127,18.0,10.136159175908633,0.0,2.2,12.33615917590863,1,0,brick:Room_101
2025-03-02 16:30:00+00:00,19.41392756768843,19.44930886242953,18.0,10.85679656057016,0.0,2.2,13.05679656057016,1,0,brick:Room_101
2025-03-02 16:45:00+00:00,19.50753738112743,19.54314607433623,18.0,11.594470899436232,0.0,2.2,13.79447089943623,1,0,brick:Room_101
2025-03-02 17:00:00+00:00,19.8047186108188,19.810251879246664,22.0,19.654831405310148,3.0,2.7,25.354831405310147,1,1,brick:Room_101
2025-03-02 17:15:00+00:00,19.850556009820693,19.895388121186453,18.0,14.482015033973312,0.0,2.2,16.68201503397331,1,0,brick:Room_101
2025-03-02 17:30:00+00:00,20.023385066468546,19.981285881695936,18.0,15.163104969491627,0.0,2.2,17.363104969491626,1,0,brick:Room_101
2025-03-02 17:45:00+00:00,20.048953242725155,20.06741360274753,18.0,15.850287053567484,0.0,2.2,18.050287053567484,1,0,brick:Room_101
2025-03-02 18:00:00+00:00,20.18004212855232,20.325391539518403,22.0,15.460691178019772,3.0,2.7,21.16069117801977,1,1,brick:Room_101
2025-03-02 18:15:00+00:00,20.381229332689703,20.3999704355208,18.0,18.603132316147224,0.0,2.2,20.803132316147224,1,0,brick:Room_101
2025-03-02 18:30:00+00:00,20.421952249077787,20.473879440119987,18.0,19.19976348416637,0.0,2.2,21.399763484166368,1,0,brick:Room_101
2025-03-02 18:45:00+00:00,20.63717312109316,20.7187369118662,22.0,12.208964479040104,3.0,2.7,17.908964479040105,1,1,brick:Room_101
2025-03-02 19:00:00+00:00,20.71742751903012,20.77929885094125,18.0,21.749895294929612,0.0,2.2,23.94989529492961,1,0,brick:Room_101
2025-03-02 19:15:00+00:00,20.8437770178947,20.83830659430305,18.0,22.23439080752999,0.0,2.2,24.43439080752999,1,0,brick:Room_101
2025-03-02 19:30:00+00:00,20.961686563368943,20.89525452195653,18.0,22.70645275442439,0.0,2.2,24.90645275442439,1,0,brick:Room_101
2025-03-02 19:45:00+00:00,20.96532041510499,20.949661191411742,18.0,23.162036175652275,0.0,2.2,25.362036175652275,1,0,brick:Room_101
2025-03-02 20:00:00+00:00,20.97074529749087,21.001070466901652,18.0,23.59728953129394,0.0,2.2,25.797289531293934,1,0,brick:Room_101
2025-03-02 20:15:00+00:00,21.071847806600875,21.04905259684234,18.0,24.008563735213244,0.0,2.2,26.208563735213243,1,0,brick:Room_101
2025-03-02 20:30:00+00:00,21.070250715973565,21.093205231484514,18.0,24.392420774738724,0.0,2.2,26.592420774738724,1,0,brick:Room_101
2025-03-02 20:45:00+00:00,21.09842435471232,21.133154373170477,18.0,24.745641851876115,0.0,2.2,26.945641851876115,1,0,brick:Room_101
2025-03-02 21:00:00+00:00,21.110837118683257,21.168555252094905,18.0,25.065234985363787,0.0,2.2,27.265234985363787,1,0,brick:Room_101
2025-03-02 21:15:00+00:00,21.111501680633623,21.199093120971213,18.0,25.34844201675924,0.0,2.2,27.548442016759235,1,0,brick:Room_101
2025-03-02 21:30:00+00:00,21.20498777719723,21.2244839625252,18.0,25.592744967769704,0.0,2.2,27.792744967769703,1,0,brick:Room_101
2025-03-02 21:45:00+00:00,21.252377778769617,21.24447510427361,18.0,25.795871700201616,0.0,2.2,27.99587170020161,1,0,brick:Room_101
2025-03-02 22:00:00+00:00,21.254014552093945,21.25884573559469,18.0,25.95580083418889,0.0,2.2,28.15580083418889,1,0,brick:Room_101
2025-03-02 22:15:00+00:00,21.24660897626221,21.267407322659576,18.0,26.07076588475752,0.0,2.2,28.27076588475752,1,0,brick:Room_101
2025-03-02 22:30:00+00:00,21.22271661433049,21.270003917365333,18.0,26.139258581276607,0.0,2.2,28.339258581276606,1,0,brick:Room_101
2025-03-02 22:45:00+00:00,21.296924666575027,21.266512356990777,18.0,26.160031338922664,0.0,2.2,28.360031338922663,1,0,brick:Room_101
2025-03-02 23:00:00+00:00,21.19098575588557,21.2568423518829,18.0,26.132098855926216,0.0,2.2,28.332098855926212,1,0,brick:Room_101
2025-03-02 23:15:00+00:00,21.279737854764964,21.24093645907279,18.0,26.05473881506319,0.0,2.2,28.254738815063188,1,0,brick:Room_101
2025-03-02 23:30:00+00:00,21.341516232223903,21.39162708317024,22.0,6.072508327417694,3.0,3.2,12.272508327417691,1,1,brick:Room_101
2025-03-02 23:45:00+00:00,21.315090986652823,21.352712748520474,18.0,27.133016665361936,0.0,2.2,29.33301666536193,1,0,brick:Room_101
