ts,Occupancy_Level,Plug_Power_Sensor,Total_Power_Sensor,Weather_GHI_Sensor,Weather_RH_Sensor,Weather_Temp_Sensor,Weather_Wind_Sensor,HVAC_Power_Sensor,HVAC_State,Lighting_Power_Sensor,Lighting_State,Occupancy_Sensor,Zone_Temp_Sensor,Zone_Temp_Setpoint,BIM_area_m2,BIM_height_m,BIM_length_m,BIM_max_occupancy,BIM_target_occupancy_rate,BIM_use_type,BIM_volume_m3,BIM_width_m
2025-03-01 04:15:00+00:00,low,2.2,34.78755125896048,0.0,95.25,9.25,13.65,32.587551258960474,1,0.0,0,0,21.810702954601595,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 04:30:00+00:00,low,2.2,33.02977764112457,0.0,94.5,9.2,13.2,30.829777641124565,1,0.0,0,0,21.61906173016263,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 04:45:00+00:00,low,2.2,31.317936054669712,0.0,93.75,9.15,12.75,29.11793605466972,1,0.0,0,0,21.52591150542088,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 05:00:00+00:00,low,2.2,29.65221698043093,0.0,93.0,9.1,12.3,27.452216980430933,1,0.0,0,0,21.256958517319628,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 05:15:00+00:00,low,2.2,28.033046888743524,0.0,92.5,9.0,11.75,25.833046888743525,1,0.0,0,0,20.965858433295374,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 05:30:00+00:00,low,2.2,26.461060094002946,0.0,92.0,8.899999999999999,11.2,24.261060094002943,1,0.0,0,0,20.86643572911558,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 05:45:00+00:00,low,2.2,24.937071317157585,0.0,91.5,8.799999999999999,10.65,22.737071317157582,1,0.0,0,0,20.580390922629054,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 06:00:00+00:00,low,2.2,23.462048976607782,0.0,91.0,8.7,10.1,21.262048976607787,1,0.0,0,0,20.53377070653872,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 06:15:00+00:00,low,2.2,22.037089230754912,0.0,91.0,8.625,9.55,19.83708923075492,1,0.0,0,0,20.28436761712903,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 06:30:00+00:00,low,2.2,20.663390797759387,0.0,91.0,8.55,9.0,18.463390797759388,1,0.0,0,0,20.13809701305485,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 06:45:00+00:00,low,2.2,19.34223057993448,0.0,91.0,8.475,8.45,17.142230579934477,1,0.0,0,0,20.050657347581964,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 07:00:00+00:00,low,2.2,18.074940121638843,0.0,91.0,8.4,7.9,15.874940121638843,1,0.0,0,0,19.76850218788912,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 07:15:00+00:00,low,2.7,23.03711706945337,13.25,90.25,8.65,7.550000000000001,17.33711706945337,1,3.0,1,0,19.790716034485097,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 07:30:00+00:00,low,2.2,17.084575549925983,26.5,89.5,8.9,7.2,14.884575549925984,1,0.0,0,0,19.68375541179228,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 07:45:00+00:00,low,2.2,15.903483024876646,39.75,88.75,9.15,6.85,13.703483024876649,1,0.0,0,0,19.62526510910488,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 08:00:00+00:00,normal,2.7,25.11323066756874,53.0,88.0,9.4,6.5,19.41323066756874,1,3.0,1,1,19.5381016995315,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 08:15:00+00:00,low,2.2,15.11255202644274,97.5,85.75,9.925,5.8,12.91255202644274,1,0.0,0,0,19.33887461317154,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 08:30:00+00:00,low,2.2,14.043859144616544,142.0,83.5,10.45,5.1,11.843859144616545,1,0.0,0,0,19.33336475010146,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 08:45:00+00:00,low,2.2,13.047381544175275,186.5,81.25,10.975,4.4,10.847381544175278,1,0.0,0,0,19.26803538346144,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 09:00:00+00:00,low,2.2,12.12358674772717,231.0,79.0,11.5,3.7,9.923586747727173,1,0.0,0,0,19.194120803207607,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 09:15:00+00:00,med,2.7,28.627138274234664,285.5,76.0,11.925,4.0,22.927138274234665,1,3.0,1,1,19.18592194324055,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 09:30:00+00:00,low,2.2,11.872640090758562,340.0,73.0,12.35,4.300000000000001,9.672640090758565,1,0.0,0,0,19.090079172519395,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 09:45:00+00:00,low,2.2,11.085204023001562,394.5,70.0,12.775,4.6000000000000005,8.885204023001563,1,0.0,0,0,19.07975022141524,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 10:00:00+00:00,low,2.2,10.376441477619618,449.0,67.0,13.2,4.9,8.176441477619619,1,0.0,0,0,18.84975854554089,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 10:15:00+00:00,low,2.2,9.745965044205304,493.25,65.0,13.575,4.9750000000000005,7.545965044205303,1,0.0,0,0,18.8547314450193,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 10:30:00+00:00,normal,4.2,29.206740129772395,537.5,63.0,13.95,5.050000000000001,25.0067401297724,1,0.0,0,1,18.998516065010183,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 10:45:00+00:00,low,2.2,10.111958964111476,581.75,61.0,14.325,5.125,7.911958964111477,1,0.0,0,0,18.95096571380648,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 11:00:00+00:00,low,2.2,9.62803822193784,626.0,59.0,14.7,5.2,7.42803822193784,1,0.0,0,0,18.85258739541389,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 11:15:00+00:00,low,2.2,9.224621840587512,648.0,57.25,15.05,5.225,7.024621840587514,1,0.0,0,0,18.839257370325043,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 11:30:00+00:00,low,2.2,8.900282557918,670.0,55.5,15.4,5.25,6.700282557918001,1,0.0,0,0,18.68226438609015,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 11:45:00+00:00,low,2.2,8.653446030086382,692.0,53.75,15.75,5.275,6.453446030086383,1,0.0,0,0,18.75238582238375,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 12:00:00+00:00,low,2.2,8.48238594400355,714.0,52.0,16.1,5.3,6.282385944003551,1,0.0,0,0,18.79582799645249,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 12:15:00+00:00,low,2.2,8.385220486598154,706.75,51.5,16.325000000000003,5.45,6.185220486598155,1,0.0,0,0,18.720874066180023,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 12:30:00+00:00,low,2.2,8.35991014314207,699.5,51.0,16.55,5.6,6.159910143142071,1,0.0,0,0,18.77848131030452,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 12:45:00+00:00,low,2.2,8.404256793800283,692.25,50.5,16.775,5.75,6.204256793800283,1,0.0,0,0,18.81183163434684,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 13:00:00+00:00,low,2.2,8.515904074453612,685.0,50.0,17.0,5.9,6.315904074453613,1,0.0,0,0,18.794414910547754,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 13:15:00+00:00,low,2.2,8.692338964725149,679.0,49.5,17.1,6.325,6.49233896472515,1,0.0,0,0,18.84988500893024,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 13:30:00+00:00,low,2.2,8.930894563043221,673.0,49.0,17.2,6.75,6.730894563043222,1,0.0,0,0,18.830457622425275,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 13:45:00+00:00,low,2.2,9.228754005516048,667.0,48.5,17.299999999999997,7.175,7.028754005516049,1,0.0,0,0,18.91253887131503,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 14:00:00+00:00,normal,2.7,27.31704451760136,661.0,48.0,17.4,7.6,24.61704451760136,1,0.0,0,1,19.176453453499725,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 14:15:00+00:00,low,2.2,11.3675411601621,656.5,47.75,17.375,8.025,9.167541160162102,1,0.0,0,0,19.200521219231828,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 14:30:00+00:00,normal,2.7,25.158619430532763,652.0,47.5,17.35,8.45,22.458619430532764,1,0.0,0,1,19.38868491163557,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 14:45:00+00:00,low,2.2,13.544091800910149,647.5,47.25,17.325,8.875,11.34409180091015,1,0.0,0,0,19.47796049863377,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 15:00:00+00:00,low,2.2,13.93399742735384,643.0,47.0,17.3,9.3,11.733997427353842,1,0.0,0,0,19.55736336935389,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 15:15:00+00:00,low,2.2,14.373063038576486,604.75,46.75,17.2,9.1,12.173063038576489,1,0.0,0,0,19.479632597239508,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 15:30:00+00:00,low,2.2,14.857037289347044,566.5,46.5,17.1,8.9,12.657037289347045,1,0.0,0,0,19.705656265046745,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 15:45:00+00:00,low,2.2,15.381620494391608,528.25,46.25,17.0,8.7,13.181620494391607,1,0.0,0,0,19.700996550507742,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 16:00:00+00:00,low,2.2,15.942474299534364,490.0,46.0,16.9,8.5,13.742474299534363,1,0.0,0,0,19.81317850280133,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 16:15:00+00:00,low,2.2,16.53523204911458,449.0,45.75,16.825,8.075,14.33523204911458,1,0.0,0,0,19.92930106781528,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 16:30:00+00:00,low,2.2,17.155509773064107,408.0,45.5,16.75,7.65,14.955509773064108,1,0.0,0,0,19.88128102968008,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 16:45:00+00:00,low,2.2,17.798917716332834,367.0,45.25,16.675,7.225,15.598917716332837,1,0.0,0,0,19.997161991486703,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 17:00:00+00:00,high,3.2,21.93892766713536,326.0,45.0,16.6,6.8,15.738927667135355,1,3.0,1,1,20.27563079132124,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 17:15:00+00:00,low,2.2,20.520465808920147,278.25,47.75,16.35,6.05,18.320465808920147,1,0.0,0,0,20.32619869854816,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 17:30:00+00:00,low,2.2,21.12309099683507,230.5,50.5,16.1,5.3,18.92309099683507,1,0.0,0,0,20.528818361843346,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 17:45:00+00:00,low,2.2,21.73657226441203,182.75,53.25,15.85,4.55,19.53657226441203,1,0.0,0,0,20.47670738390318,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 18:00:00+00:00,normal,3.2,18.043632091243847,135.0,56.0,15.6,3.8,11.843632091243848,1,3.0,1,1,20.742332983431208,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 18:15:00+00:00,low,2.2,24.3608825792444,103.75,58.75,15.05,3.775,22.1608825792444,1,0.0,0,0,20.84723089292224,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 18:30:00+00:00,low,2.2,24.896091530736737,72.5,61.5,14.5,3.75,22.696091530736737,1,0.0,0,0,20.843601343322053,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 18:45:00+00:00,low,2.2,25.42967055700687,41.25,64.25,13.95,3.725,23.22967055700687,1,0.0,0,0,20.94986562106656,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 19:00:00+00:00,low,2.2,25.95719725323495,10.0,67.0,13.4,3.7,23.75719725323495,1,0.0,0,0,21.050173276896366,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 19:15:00+00:00,low,2.7,13.425595089329146,7.5,68.25,13.125,3.35,7.725595089329147,1,3.0,1,0,21.252648950410347,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 19:30:00+00:00,low,2.2,28.354335765035767,5.0,69.5,12.85,3.0,26.154335765035768,1,0.0,0,0,21.314726592241865,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 19:45:00+00:00,low,2.2,28.75516748149489,2.5,70.75,12.575,2.65,26.55516748149489,1,0.0,0,0,21.3409075622544,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 20:00:00+00:00,low,2.2,29.138993343014487,0.0,72.0,12.3,2.3,26.938993343014488,1,0.0,0,0,21.337021789088887,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 20:15:00+00:00,low,2.2,29.501962436383405,0.0,72.25,12.25,1.825,27.301962436383405,1,0.0,0,0,21.4711355575222,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 20:30:00+00:00,low,2.2,29.84044717564189,0.0,72.5,12.2,1.35,27.640447175641896,1,0.0,0,0,21.58162799099664,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 20:45:00+00:00,low,3.2,10.248949300685762,0.0,72.75,12.15,0.875,4.048949300685763,1,3.0,1,0,21.70260394610311,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 21:00:00+00:00,low,2.2,31.81347091651152,0.0,73.0,12.1,0.4,29.61347091651152,1,0.0,0,0,21.733153093554154,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 21:15:00+00:00,low,2.2,31.97511910153421,0.0,73.5,11.925,0.875,29.775119101534216,1,0.0,0,0,21.77279158334356,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 21:30:00+00:00,low,2.2,32.10524356470172,0.0,74.0,11.75,1.35,29.90524356470172,1,0.0,0,0,21.68667398450066,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 21:45:00+00:00,low,2.2,32.20112407462396,0.0,74.5,11.575,1.825,30.00112407462396,1,0.0,0,0,21.84266552839358,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 22:00:00+00:00,low,2.2,32.260318363896815,0.0,75.0,11.4,2.3,30.06031836389681,1,0.0,0,0,21.770199516557938,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 22:15:00+00:00,low,2.2,32.28066461389439,0.0,76.0,11.175,3.45,30.080664613894385,1,0.0,0,0,21.83912824779624,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 22:30:00+00:00,low,2.2,32.26028322273423,0.0,77.0,10.95,4.6,30.060283222734228,1,0.0,0,0,21.713045577655425,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 22:45:00+00:00,low,2.2,32.197577819453,0.0,78.0,10.725,5.75,29.997577819453,1,0.0,0,0,21.827307532683232,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 23:00:00+00:00,low,2.2,32.09123549244272,0.0,79.0,10.5,6.9,29.89123549244272,1,0.0,0,0,21.756286050356504,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 23:15:00+00:00,low,2.2,31.940226205238115,0.0,81.0,10.35,7.25,29.74022620523812,1,0.0,0,0,21.720627176517706,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 23:30:00+00:00,low,2.2,31.74380137780069,0.0,83.0,10.2,7.6,29.54380137780069,1,0.0,0,0,21.67438767477968,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-01 23:45:00+00:00,low,2.2,31.50149161649615,0.0,85.0,10.05,7.950000000000001,29.30149161649615,1,0.0,0,0,21.614211516720967,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 00:00:00+00:00,low,2.2,31.21310358099752,0.0,87.0,9.9,8.3,29.013103580997523,1,0.0,0,0,21.625543074411084,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 00:15:00+00:00,low,2.2,30.72413193189912,0.0,87.5,10.05,8.05,28.52413193189912,1,0.0,0,0,21.506879501567827,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 00:30:00+00:00,low,3.2,10.201107935396587,0.0,88.0,10.2,7.800000000000001,4.00110793539659,1,3.0,1,0,21.50418134092641,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 00:45:00+00:00,low,2.2,31.02027860884617,0.0,88.5,10.35,7.55,28.820278608846166,1,0.0,0,0,21.46150880287579,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 01:00:00+00:00,low,3.2,6.2,0.0,89.0,10.5,7.3,0.0,0,3.0,1,0,21.57130711894247,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 01:15:00+00:00,low,2.2,30.84479525241685,0.0,90.25,10.4,7.475,28.644795252416856,1,0.0,0,0,21.49421457128337,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 01:30:00+00:00,low,2.2,30.02971697700072,0.0,91.5,10.3,7.65,27.829716977000714,1,0.0,0,0,21.370962828050992,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 01:45:00+00:00,low,2.2,29.19033801996788,0.0,92.75,10.2,7.825,26.99033801996788,1,0.0,0,0,21.3268854143712,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 02:00:00+00:00,low,2.2,28.327494999052146,0.0,94.0,10.1,8.0,26.127494999052143,1,0.0,0,0,21.057731462101696,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 02:15:00+00:00,low,2.2,27.442292442429004,0.0,93.75,10.0,7.8,25.242292442429004,1,0.0,0,0,21.049190383492483,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 02:30:00+00:00,low,2.2,26.536087893337804,0.0,93.5,9.9,7.6,24.336087893337805,1,0.0,0,0,20.835410607287265,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 02:45:00+00:00,low,2.2,25.610476548452976,0.0,93.25,9.8,7.4,23.410476548452976,1,0.0,0,0,20.84639504706321,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 03:00:00+00:00,low,2.2,24.66727545831206,0.0,93.0,9.7,7.2,22.46727545831206,1,0.0,0,0,20.68384047956034,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 03:15:00+00:00,low,2.7,16.191492677740467,0.0,92.5,9.675,7.1,10.491492677740467,1,3.0,1,0,20.760171345023817,22.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 03:30:00+00:00,low,2.2,24.1135267713809,0.0,92.0,9.65,7.0,21.9135267713809,1,0.0,0,0,20.562658325919507,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 03:45:00+00:00,low,2.2,23.046819791591968,0.0,91.5,9.625,6.9,20.84681979159197,1,0.0,0,0,20.536067855265035,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 04:00:00+00:00,low,2.2,21.976756869457187,0.0,91.0,9.6,6.8,19.776756869457188,1,0.0,0,0,20.39029951704073,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 04:15:00+00:00,low,2.2,20.905706270702307,0.0,90.5,9.525,6.775,18.705706270702308,1,0.0,0,0,20.233699078435343,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 04:30:00+00:00,low,2.2,19.836174906278,0.0,90.0,9.45,6.75,17.636174906278,1,0.0,0,0,20.064872817209384,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 04:45:00+00:00,low,2.2,18.77078943642045,0.0,89.5,9.375,6.725,16.570789436420455,1,0.0,0,0,19.968027533941527,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 05:00:00+00:00,low,2.2,17.71227735741415,0.0,89.0,9.3,6.7,15.512277357414147,1,0.0,0,0,19.772586386846,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 05:15:00+00:00,low,2.2,16.663448121962954,0.0,87.75,9.2,6.75,14.463448121962957,1,0.0,0,0,19.721174576170853,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 05:30:00+00:00,low,2.2,15.627174345758544,0.0,86.5,9.1,6.800000000000001,13.427174345758544,1,0.0,0,0,19.63327068898884,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 05:45:00+00:00,low,2.2,14.606373154181096,0.0,85.25,9.0,6.8500000000000005,12.406373154181097,1,0.0,0,0,19.47902899350888,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 06:00:00+00:00,low,2.2,13.603987724079342,0.0,84.0,8.9,6.9,11.403987724079345,1,0.0,0,0,19.26639101104144,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 06:15:00+00:00,low,2.2,12.622969076254474,0.0,82.5,8.85,6.65,10.422969076254477,1,0.0,0,0,19.20135313769128,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 06:30:00+00:00,low,2.2,11.666258174620976,0.0,81.0,8.8,6.4,9.466258174620975,1,0.0,0,0,19.00243897131703,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
2025-03-02 06:45:00+00:00,low,2.2,10.736768388039687,0.0,79.5,8.75,6.15,8.53676838803969,1,0.0,0,0,18.98329056187369,18.0,48.0,3.0,8.0,20,0.75,Classroom,144.0,6.0
