ts,zone_id,T_int,T_int_true,hvac_state,lighting_state,T_set,P_hvac,P_lighting,P_plug,P_total
2025-03-01 06:15:00+00:00,brick:Room_101,20.28436761712903,20.307923849719923,1,0,18.0,19.837089230754913,0.0,2.2,22.037089230754912
2025-03-01 06:30:00+00:00,brick:Room_101,20.13809701305485,20.14277882249181,1,0,18.0,18.463390797759388,0.0,2.2,20.663390797759387
2025-03-01 06:45:00+00:00,brick:Room_101,20.050657347581964,19.984367515204855,1,0,18.0,17.142230579934477,0.0,2.2,19.342230579934476
2025-03-01 07:00:00+00:00,brick:Room_101,19.768502187889116,19.83286036631833,1,0,18.0,15.874940121638843,0.0,2.2,18.074940121638843
2025-03-01 07:15:00+00:00,brick:Room_101,19.790716034485097,19.860571943740748,1,1,22.0,17.33711706945337,3.0,2.7,23.03711706945337
2025-03-01 07:30:00+00:00,brick:Room_101,19.68375541179228,19.71293537810958,1,0,18.0,14.884575549925984,0.0,2.2,17.084575549925983
2025-03-01 07:45:00+00:00,brick:Room_101,19.625265109104873,19.573346166553907,1,0,18.0,13.703483024876647,0.0,2.2,15.903483024876646
2025-03-01 08:00:00+00:00,brick:Room_101,19.5381016995315,19.614069003305342,1,1,22.0,19.41323066756874,3.0,2.7,25.11323066756874
2025-03-01 08:15:00+00:00,brick:Room_101,19.33887461317154,19.480482393077068,1,0,18.0,12.91255202644274,0.0,2.2,15.112552026442739
2025-03-01 08:30:00+00:00,brick:Room_101,19.33336475010146,19.35592269302191,1,0,18.0,11.843859144616545,0.0,2.2,14.043859144616544
2025-03-01 08:45:00+00:00,brick:Room_101,19.26803538346144,19.240448343465896,1,0,18.0,10.847381544175278,0.0,2.2,13.047381544175277
2025-03-01 09:00:00+00:00,brick:Room_101,19.194120803207607,19.134107715720667,1,0,18.0,9.923586747727171,0.0,2.2,12.12358674772717
2025-03-01 09:15:00+00:00,brick:Room_101,19.18592194324055,19.20908001134482,1,1,22.0,22.927138274234665,3.0,2.7,28.627138274234664
2025-03-01 09:30:00+00:00,brick:Room_101,19.090079172519395,19.110650502875195,1,0,18.0,9.672640090758563,0.0,2.2,11.872640090758562
2025-03-01 09:45:00+00:00,brick:Room_101,19.07975022141524,19.022055184702452,1,0,18.0,8.885204023001563,0.0,2.2,11.085204023001562
2025-03-01 10:00:00+00:00,brick:Room_101,18.84975854554089,18.943245630525663,1,0,18.0,8.176441477619619,0.0,2.2,10.376441477619618
2025-03-01 10:15:00+00:00,brick:Room_101,18.8547314450193,18.87415748377845,1,0,18.0,7.545965044205303,0.0,2.2,9.745965044205303
2025-03-01 10:30:00+00:00,brick:Room_101,18.998516065010186,18.988994870513935,1,0,22.0,25.006740129772396,0.0,4.2,29.206740129772395
2025-03-01 10:45:00+00:00,brick:Room_101,18.950965713806482,18.92850477774223,1,0,18.0,7.911958964111477,0.0,2.2,10.111958964111476
2025-03-01 11:00:00+00:00,brick:Room_101,18.852587395413895,18.87807773007344,1,0,18.0,7.42803822193784,0.0,2.2,9.628038221937839
2025-03-01 11:15:00+00:00,brick:Room_101,18.839257370325043,18.83753531973975,1,0,18.0,7.024621840587514,0.0,2.2,9.224621840587513
2025-03-01 11:30:00+00:00,brick:Room_101,18.68226438609015,18.806680753760798,1,0,18.0,6.700282557918001,0.0,2.2,8.900282557918
2025-03-01 11:45:00+00:00,brick:Room_101,18.75238582238375,18.785298243000444,1,0,18.0,6.453446030086383,0.0,2.2,8.653446030086382
2025-03-01 12:00:00+00:00,brick:Room_101,18.79582799645249,18.77315256082477,1,0,18.0,6.2823859440035505,0.0,2.2,8.48238594400355
2025-03-01 12:15:00+00:00,brick:Room_101,18.720874066180023,18.76998876789276,1,0,18.0,6.185220486598155,0.0,2.2,8.385220486598154
2025-03-01 12:30:00+00:00,brick:Room_101,18.778481310304514,18.775532099225035,1,0,18.0,6.159910143142071,0.0,2.2,8.35991014314207
2025-03-01 12:45:00+00:00,brick:Room_101,18.811831634346838,18.7894880093067,1,0,18.0,6.204256793800283,0.0,2.2,8.404256793800283
2025-03-01 13:00:00+00:00,brick:Room_101,18.794414910547754,18.811542370590644,1,0,18.0,6.315904074453613,0.0,2.2,8.515904074453612
2025-03-01 13:15:00+00:00,brick:Room_101,18.849885008930233,18.841361820380403,1,0,18.0,6.49233896472515,0.0,2.2,8.692338964725149
2025-03-01 13:30:00+00:00,brick:Room_101,18.830457622425275,18.878594250689506,1,0,18.0,6.730894563043222,0.0,2.2,8.930894563043221
2025-03-01 13:45:00+00:00,brick:Room_101,18.91253887131503,18.92286943529983,1,0,18.0,7.028754005516049,0.0,2.2,9.228754005516048
2025-03-01 14:00:00+00:00,brick:Room_101,19.176453453499725,19.145942645020263,1,0,22.0,24.617044517601357,0.0,2.7,27.317044517601357
2025-03-01 14:15:00+00:00,brick:Room_101,19.200521219231828,19.192672571183405,1,0,18.0,9.167541160162102,0.0,2.2,11.367541160162101
2025-03-01 14:30:00+00:00,brick:Room_101,19.388684911635572,19.41801147511377,1,0,22.0,22.458619430532764,0.0,2.7,25.158619430532763
2025-03-01 14:45:00+00:00,brick:Room_101,19.47796049863377,19.46674967841923,1,0,18.0,11.34409180091015,0.0,2.2,13.544091800910149
2025-03-01 15:00:00+00:00,brick:Room_101,19.55736336935389,19.52163287982206,1,0,18.0,11.733997427353842,0.0,2.2,13.933997427353841
2025-03-01 15:15:00+00:00,brick:Room_101,19.479632597239508,19.58212966116838,1,0,18.0,12.173063038576487,0.0,2.2,14.373063038576486
2025-03-01 15:30:00+00:00,brick:Room_101,19.705656265046745,19.64770256179895,1,0,18.0,12.657037289347045,0.0,2.2,14.857037289347044
2025-03-01 15:45:00+00:00,brick:Room_101,19.700996550507742,19.717809287441796,1,0,18.0,13.181620494391609,0.0,2.2,15.381620494391608
2025-03-01 16:00:00+00:00,brick:Room_101,19.813178502801335,19.791904006139323,1,0,18.0,13.742474299534365,0.0,2.2,15.942474299534364
2025-03-01 16:15:00+00:00,brick:Room_101,19.929301067815274,19.869438721633014,1,0,18.0,14.33523204911458,0.0,2.2,16.53523204911458
2025-03-01 16:30:00+00:00,brick:Room_101,19.881281029680082,19.949864714541604,1,0,18.0,14.955509773064108,0.0,2.2,17.155509773064107
2025-03-01 16:45:00+00:00,brick:Room_101,19.997161991486703,20.03263404160808,1,0,18.0,15.598917716332835,0.0,2.2,17.798917716332834
2025-03-01 17:00:00+00:00,brick:Room_101,20.275630791321234,20.29005822611502,1,1,22.0,15.738927667135357,3.0,3.2,21.938927667135356
2025-03-01 17:15:00+00:00,brick:Room_101,20.32619869854816,20.365386374604384,1,0,18.0,18.320465808920147,0.0,2.2,20.520465808920147
2025-03-01 17:30:00+00:00,brick:Room_101,20.528818361843346,20.442071533051504,1,0,18.0,18.92309099683507,0.0,2.2,21.12309099683507
2025-03-01 17:45:00+00:00,brick:Room_101,20.47670738390318,20.51954598859452,1,0,18.0,19.53657226441203,0.0,2.2,21.73657226441203
2025-03-01 18:00:00+00:00,brick:Room_101,20.742332983431208,20.77011032240555,1,1,22.0,11.843632091243848,3.0,3.2,18.043632091243847
2025-03-01 18:15:00+00:00,brick:Room_101,20.84723089292224,20.837011441342092,1,0,18.0,22.1608825792444,0.0,2.2,24.3608825792444
2025-03-01 18:30:00+00:00,brick:Room_101,20.843601343322053,20.90370881962586,1,0,18.0,22.696091530736737,0.0,2.2,24.896091530736737
2025-03-01 18:45:00+00:00,brick:Room_101,20.949865621066554,20.96964965665437,1,0,18.0,23.22967055700687,0.0,2.2,25.42967055700687
2025-03-01 19:00:00+00:00,brick:Room_101,21.050173276896366,21.034300613833857,1,0,18.0,23.75719725323495,0.0,2.2,25.95719725323495
2025-03-01 19:15:00+00:00,brick:Room_101,21.252648950410347,21.26929197062947,1,1,22.0,7.725595089329147,3.0,2.7,13.425595089329146
2025-03-01 19:30:00+00:00,brick:Room_101,21.314726592241865,21.31939593518686,1,0,18.0,26.154335765035768,0.0,2.2,28.354335765035767
2025-03-01 19:45:00+00:00,brick:Room_101,21.340907562254394,21.36737416787681,1,0,18.0,26.55516748149489,0.0,2.2,28.75516748149489
2025-03-01 20:00:00+00:00,brick:Room_101,21.337021789088887,21.412745304547926,1,0,18.0,26.938993343014488,0.0,2.2,29.138993343014487
2025-03-01 20:15:00+00:00,brick:Room_101,21.4711355575222,21.455055896955237,1,0,18.0,27.301962436383405,0.0,2.2,29.501962436383405
2025-03-01 20:30:00+00:00,brick:Room_101,21.58162799099664,21.49388133741428,1,0,18.0,27.640447175641896,0.0,2.2,29.840447175641895
2025-03-01 20:45:00+00:00,brick:Room_101,21.70260394610311,21.70168386456394,1,1,22.0,4.048949300685763,3.0,3.2,10.248949300685762
2025-03-01 21:00:00+00:00,brick:Room_101,21.733153093554154,21.721889887691777,1,0,18.0,29.613470916511517,0.0,2.2,31.813470916511516
2025-03-01 21:15:00+00:00,brick:Room_101,21.772791583343558,21.738155445587715,1,0,18.0,29.775119101534216,0.0,2.2,31.975119101534215
2025-03-01 21:30:00+00:00,brick:Room_101,21.68667398450066,21.750140509327995,1,0,18.0,29.90524356470172,0.0,2.2,32.10524356470172
2025-03-01 21:45:00+00:00,brick:Room_101,21.84266552839358,21.7575397954871,1,0,18.0,30.00112407462396,0.0,2.2,32.20112407462396
2025-03-01 22:00:00+00:00,brick:Room_101,21.770199516557938,21.760083076736798,1,0,18.0,30.060318363896812,0.0,2.2,32.260318363896815
2025-03-01 22:15:00+00:00,brick:Room_101,21.839128247796236,21.75753540284178,1,0,18.0,30.080664613894385,0.0,2.2,32.28066461389439
2025-03-01 22:30:00+00:00,brick:Room_101,21.713045577655425,21.749697227431625,1,0,18.0,30.060283222734228,0.0,2.2,32.26028322273423
2025-03-01 22:45:00+00:00,brick:Room_101,21.827307532683232,21.73640443655534,1,0,18.0,29.997577819453,0.0,2.2,32.197577819453
2025-03-01 23:00:00+00:00,brick:Room_101,21.756286050356504,21.717528275654765,1,0,18.0,29.891235492442718,0.0,2.2,32.09123549244272
2025-03-01 23:15:00+00:00,brick:Room_101,21.720627176517706,21.692975172225086,1,0,18.0,29.740226205238116,0.0,2.2,31.940226205238115
2025-03-01 23:30:00+00:00,brick:Room_101,21.674387674779677,21.66268645206202,1,0,18.0,29.54380137780069,0.0,2.2,31.74380137780069
2025-03-01 23:45:00+00:00,brick:Room_101,21.614211516720967,21.62663794762469,1,0,18.0,29.30149161649615,0.0,2.2,31.50149161649615
2025-03-02 00:00:00+00:00,brick:Room_101,21.625543074411084,21.56551649148739,1,0,18.0,29.013103580997523,0.0,2.2,31.213103580997522
2025-03-02 00:15:00+00:00,brick:Room_101,21.506879501567827,21.499861508075426,1,0,18.0,28.52413193189912,0.0,2.2,30.72413193189912
2025-03-02 00:30:00+00:00,brick:Room_101,21.50418134092641,21.60253482610577,1,1,22.0,4.00110793539659,3.0,3.2,10.201107935396589
2025-03-02 00:45:00+00:00,brick:Room_101,21.46150880287579,21.51736812596114,1,0,18.0,28.820278608846166,0.0,2.2,31.020278608846166
2025-03-02 01:00:00+00:00,brick:Room_101,21.57130711894247,21.580599406552107,0,1,22.0,0.0,3.0,3.2,6.2
2025-03-02 01:15:00+00:00,brick:Room_101,21.49421457128337,21.47871462212509,1,0,18.0,28.644795252416856,0.0,2.2,30.844795252416855
2025-03-02 01:30:00+00:00,brick:Room_101,21.370962828050992,21.373792252495985,1,0,18.0,27.829716977000714,0.0,2.2,30.029716977000714
2025-03-02 01:45:00+00:00,brick:Room_101,21.3268854143712,21.26593687488152,1,0,18.0,26.99033801996788,0.0,2.2,29.19033801996788
2025-03-02 02:00:00+00:00,brick:Room_101,21.057731462101696,21.155286555303626,1,0,18.0,26.127494999052146,0.0,2.2,28.327494999052146
2025-03-02 02:15:00+00:00,brick:Room_101,21.049190383492483,21.042010986667226,1,0,18.0,25.242292442429004,0.0,2.2,27.442292442429004
2025-03-02 02:30:00+00:00,brick:Room_101,20.835410607287265,20.926309568556622,1,0,18.0,24.336087893337805,0.0,2.2,26.536087893337804
2025-03-02 02:45:00+00:00,brick:Room_101,20.846395047063215,20.808409432289007,1,0,18.0,23.410476548452976,0.0,2.2,25.610476548452976
2025-03-02 03:00:00+00:00,brick:Room_101,20.68384047956034,20.68856341528244,1,0,18.0,22.46727545831206,0.0,2.2,24.66727545831206
2025-03-02 03:15:00+00:00,brick:Room_101,20.760171345023817,20.739190846422613,1,1,22.0,10.491492677740467,3.0,2.7,16.191492677740467
2025-03-02 03:30:00+00:00,brick:Room_101,20.562658325919507,20.605852473948996,1,0,18.0,21.9135267713809,0.0,2.2,24.1135267713809
2025-03-02 03:45:00+00:00,brick:Room_101,20.536067855265035,20.47209460868215,1,0,18.0,20.84681979159197,0.0,2.2,23.046819791591968
2025-03-02 04:00:00+00:00,brick:Room_101,20.39029951704073,20.33821328383779,1,0,18.0,19.776756869457188,0.0,2.2,21.976756869457187
2025-03-02 04:15:00+00:00,brick:Room_101,20.233699078435343,20.20452186328475,1,0,18.0,18.705706270702308,0.0,2.2,20.905706270702307
2025-03-02 04:30:00+00:00,brick:Room_101,20.064872817209384,20.071348679552557,1,0,18.0,17.636174906278,0.0,2.2,19.836174906278
2025-03-02 04:45:00+00:00,brick:Room_101,19.968027533941527,19.93903466967677,1,0,18.0,16.570789436420455,0.0,2.2,18.770789436420454
2025-03-02 05:00:00+00:00,brick:Room_101,19.772586386846,19.80793101524537,1,0,18.0,15.512277357414149,0.0,2.2,17.71227735741415
2025-03-02 05:15:00+00:00,brick:Room_101,19.721174576170853,19.678396793219818,1,0,18.0,14.463448121962955,0.0,2.2,16.663448121962954
2025-03-02 05:30:00+00:00,brick:Room_101,19.633270688988834,19.550796644272637,1,0,18.0,13.427174345758544,0.0,2.2,15.627174345758544
2025-03-02 05:45:00+00:00,brick:Room_101,19.479028993508877,19.425498465509918,1,0,18.0,12.406373154181097,0.0,2.2,14.606373154181096
2025-03-02 06:00:00+00:00,brick:Room_101,19.26639101104144,19.30287113453181,1,0,18.0,11.403987724079343,0.0,2.2,13.603987724079342
2025-03-02 06:15:00+00:00,brick:Room_101,19.201353137691278,19.183282271827622,1,0,18.0,10.422969076254475,0.0,2.2,12.622969076254474
2025-03-02 06:30:00+00:00,brick:Room_101,19.00243897131703,19.06709604850496,1,0,18.0,9.466258174620975,0.0,2.2,11.666258174620975
2025-03-02 06:45:00+00:00,brick:Room_101,18.983290561873698,18.954671046314914,1,0,18.0,8.53676838803969,0.0,2.2,10.736768388039689
2025-03-02 07:00:00+00:00,brick:Room_101,18.868888347501823,18.846358176858697,1,0,18.0,7.637368370519312,0.0,2.2,9.837368370519311
2025-03-02 07:15:00+00:00,brick:Room_101,18.649007849769404,18.742498666746013,1,0,18.0,6.770865414869576,0.0,2.2,8.970865414869575
2025-03-02 07:30:00+00:00,brick:Room_101,18.58533292312733,18.643422115322945,1,0,18.0,5.9399893339681,0.0,2.2,8.1399893339681
2025-03-02 07:45:00+00:00,brick:Room_101,18.53528768656126,18.54944463139845,1,0,18.0,5.147376922583561,0.0,2.2,7.347376922583561
2025-03-02 08:00:00+00:00,brick:Room_101,18.61868121067499,18.63372419803203,1,1,22.0,27.60444294881239,3.0,3.2,33.804442948812394
2025-03-02 08:15:00+00:00,brick:Room_101,18.47986166945783,18.54033551622877,1,0,18.0,5.069793584256246,0.0,2.2,7.269793584256246
2025-03-02 08:30:00+00:00,brick:Room_101,18.472982092554712,18.453533156087104,1,0,18.0,4.322684129830151,0.0,2.2,6.522684129830151
2025-03-02 08:45:00+00:00,brick:Room_101,18.40553455222917,18.392960871782144,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 09:00:00+00:00,brick:Room_101,18.32587955797144,18.335593014570367,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 09:15:00+00:00,brick:Room_101,18.24417367934288,18.281963254350796,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 09:30:00+00:00,brick:Room_101,18.285019467167945,18.232584110847117,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 09:45:00+00:00,brick:Room_101,18.270715206414504,18.18794485076009,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 10:00:00+00:00,brick:Room_101,18.12433140866061,18.148509482852937,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 10:15:00+00:00,brick:Room_101,18.08410651372666,18.1147148595844,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 10:30:00+00:00,brick:Room_101,18.11152927671787,18.08696889344727,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 10:45:00+00:00,brick:Room_101,18.047747426691277,18.065648895678628,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 11:00:00+00:00,brick:Room_101,18.044130184450182,18.051100044483345,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 11:15:00+00:00,brick:Room_101,18.080616646943707,18.043633989357474,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 11:30:00+00:00,brick:Room_101,17.948059793139393,18.043527597514757,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 11:45:00+00:00,brick:Room_101,18.116936964053167,18.051021847810535,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 12:00:00+00:00,brick:Room_101,18.069954903141728,18.06632087692526,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 12:15:00+00:00,brick:Room_101,18.238317058535316,18.258891715763426,1,0,22.0,31.469432984597915,0.0,2.7,34.16943298459792
2025-03-02 12:30:00+00:00,brick:Room_101,18.282776584901477,18.28723829261255,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 12:45:00+00:00,brick:Room_101,18.3219492864921,18.323827818741073,0,0,18.0,0.0,0.0,2.2,2.2
2025-03-02 13:00:00+00:00,brick:Room_101,18.440414191670527,18.526974256842774,1,0,22.0,29.409377450071418,0.0,2.7,32.10937745007142
2025-03-02 13:15:00+00:00,brick:Room_101,18.62949496158759,18.55474805021493,1,0,18.0,4.21579405474219,0.0,2.2,6.41579405474219
2025-03-02 13:30:00+00:00,brick:Room_101,18.59212530628817,18.59005902467464,1,0,18.0,4.437984401719433,0.0,2.2,6.637984401719433
2025-03-02 13:45:00+00:00,brick:Room_101,18.65467951977737,18.632529413255003,1,0,18.0,4.720472197397129,0.0,2.2,6.920472197397129
2025-03-02 14:00:00+00:00,brick:Room_101,18.729342035233135,18.681764546704432,1,0,18.0,5.060235306040028,0.0,2.2,7.260235306040028
2025-03-02 14:15:00+00:00,brick:Room_101,18.686295585492154,18.73735370837017,1,0,18.0,5.454116373635458,0.0,2.2,7.654116373635458
2025-03-02 14:30:00+00:00,brick:Room_101,18.82254470345652,18.798871108504756,1,0,18.0,5.898829666961348,0.0,2.2,8.098829666961347
2025-03-02 14:45:00+00:00,brick:Room_101,18.85249491619996,18.8658769707449,1,0,18.0,6.390968868038044,0.0,2.2,8.590968868038043
2025-03-02 15:00:00+00:00,brick:Room_101,18.980257261979343,18.93791872321852,1,0,18.0,6.927015765959197,0.0,2.2,9.127015765959197
2025-03-02 15:15:00+00:00,brick:Room_101,18.9081709154459,19.014532286463474,1,0,18.0,7.503349785748156,0.0,2.2,9.703349785748156
2025-03-02 15:30:00+00:00,brick:Room_101,19.09028873507963,19.09524345009169,1,0,18.0,8.116258291707794,0.0,2.2,10.316258291707793
2025-03-02 15:45:00+00:00,brick:Room_101,19.149428297118124,19.179569329907324,1,0,18.0,8.76194760073352,0.0,2.2,10.96194760073352
2025-03-02 16:00:00+00:00,brick:Room_101,19.288633044520285,19.26701989698858,1,0,18.0,9.436554639258588,0.0,2.2,11.636554639258588
2025-03-02 16:15:00+00:00,brick:Room_101,19.38060177943968,19.35709957007127,1,0,18.0,10.136159175908631,0.0,2.2,12.33615917590863
2025-03-02 16:30:00+00:00,brick:Room_101,19.41392756768843,19.44930886242953,1,0,18.0,10.85679656057016,0.0,2.2,13.05679656057016
2025-03-02 16:45:00+00:00,brick:Room_101,19.50753738112743,19.54314607433623,1,0,18.0,11.594470899436232,0.0,2.2,13.79447089943623
2025-03-02 17:00:00+00:00,brick:Room_101,19.804718610818796,19.810251879246664,1,1,22.0,19.654831405310148,3.0,2.7,25.354831405310147
2025-03-02 17:15:00+00:00,brick:Room_101,19.850556009820693,19.895388121186453,1,0,18.0,14.482015033973312,0.0,2.2,16.68201503397331
2025-03-02 17:30:00+00:00,brick:Room_101,20.023385066468542,19.981285881695936,1,0,18.0,15.163104969491627,0.0,2.2,17.363104969491626
2025-03-02 17:45:00+00:00,brick:Room_101,20.048953242725155,20.06741360274753,1,0,18.0,15.850287053567484,0.0,2.2,18.050287053567484
2025-03-02 18:00:00+00:00,brick:Room_101,20.18004212855232,20.325391539518403,1,1,22.0,15.460691178019772,3.0,2.7,21.16069117801977
2025-03-02 18:15:00+00:00,brick:Room_101,20.381229332689706,20.399970435520796,1,0,18.0,18.603132316147224,0.0,2.2,20.803132316147224
2025-03-02 18:30:00+00:00,brick:Room_101,20.421952249077787,20.473879440119987,1,0,18.0,19.19976348416637,0.0,2.2,21.399763484166368
2025-03-02 18:45:00+00:00,brick:Room_101,20.637173121093156,20.718736911866202,1,1,22.0,12.208964479040105,3.0,2.7,17.908964479040105
2025-03-02 19:00:00+00:00,brick:Room_101,20.71742751903012,20.77929885094125,1,0,18.0,21.749895294929615,0.0,2.2,23.949895294929615
2025-03-02 19:15:00+00:00,brick:Room_101,20.8437770178947,20.83830659430305,1,0,18.0,22.23439080752999,0.0,2.2,24.43439080752999
2025-03-02 19:30:00+00:00,brick:Room_101,20.961686563368946,20.895254521956534,1,0,18.0,22.70645275442439,0.0,2.2,24.90645275442439
2025-03-02 19:45:00+00:00,brick:Room_101,20.96532041510499,20.949661191411742,1,0,18.0,23.162036175652275,0.0,2.2,25.362036175652275
2025-03-02 20:00:00+00:00,brick:Room_101,20.97074529749087,21.001070466901655,1,0,18.0,23.59728953129394,0.0,2.2,25.797289531293938
2025-03-02 20:15:00+00:00,brick:Room_101,21.071847806600875,21.04905259684234,1,0,18.0,24.008563735213244,0.0,2.2,26.208563735213243
2025-03-02 20:30:00+00:00,brick:Room_101,21.070250715973565,21.093205231484514,1,0,18.0,24.392420774738724,0.0,2.2,26.592420774738724
2025-03-02 20:45:00+00:00,brick:Room_101,21.098424354712318,21.133154373170473,1,0,18.0,24.745641851876115,0.0,2.2,26.945641851876115
2025-03-02 21:00:00+00:00,brick:Room_101,21.110837118683257,21.168555252094905,1,0,18.0,25.065234985363787,0.0,2.2,27.265234985363787
2025-03-02 21:15:00+00:00,brick:Room_101,21.111501680633626,21.199093120971213,1,0,18.0,25.348442016759236,0.0,2.2,27.548442016759235
2025-03-02 21:30:00+00:00,brick:Room_101,21.20498777719723,21.224483962525202,1,0,18.0,25.592744967769704,0.0,2.2,27.792744967769703
2025-03-02 21:45:00+00:00,brick:Room_101,21.252377778769617,21.24447510427361,1,0,18.0,25.795871700201616,0.0,2.2,27.995871700201615
2025-03-02 22:00:00+00:00,brick:Room_101,21.254014552093945,21.25884573559469,1,0,18.0,25.955800834188892,0.0,2.2,28.15580083418889
2025-03-02 22:15:00+00:00,brick:Room_101,21.24660897626221,21.267407322659576,1,0,18.0,26.07076588475752,0.0,2.2,28.27076588475752
2025-03-02 22:30:00+00:00,brick:Room_101,21.222716614330494,21.270003917365333,1,0,18.0,26.139258581276607,0.0,2.2,28.339258581276606
2025-03-02 22:45:00+00:00,brick:Room_101,21.296924666575027,21.266512356990777,1,0,18.0,26.160031338922664,0.0,2.2,28.360031338922663
2025-03-02 23:00:00+00:00,brick:Room_101,21.19098575588557,21.2568423518829,1,0,18.0,26.132098855926216,0.0,2.2,28.332098855926215
2025-03-02 23:15:00+00:00,brick:Room_101,21.279737854764964,21.24093645907279,1,0,18.0,26.05473881506319,0.0,2.2,28.254738815063188
2025-03-02 23:30:00+00:00,brick:Room_101,21.341516232223906,21.391627083170242,1,1,22.0,6.072508327417694,3.0,3.2,12.272508327417693
2025-03-02 23:45:00+00:00,brick:Room_101,21.315090986652823,21.352712748520474,1,0,18.0,27.133016665361936,0.0,2.2,29.333016665361935
